,jp,kana,en,lesson,book
55,身振り手振り,みぶりてぶり,gestures,8,quartet 2
56,用,よう,business; things to do,8,quartet 2
57,絶やさずに,たやさずに,continuously; constantly,8,quartet 2
58,宿屋,やどや,inn,8,quartet 2
59,延長線上で,えんちょうせんじょうで,by extension,8,quartet 2
60,重視,じゅうし,to emphasize; to consider something to be important,8,quartet 2
61,お叱りを受ける,おしかりをうける,to receive complaints,8,quartet 2
62,日々,ひび,daily,8,quartet 2
63,磨き上げる,みがきあげる,to polish up,8,quartet 2
2,リヨン,りよん,Lyon,8,quartet 2
3,空前,くうぜん,unprecedented,8,quartet 2
4,ブーム,ぶーむ,fad; trend,8,quartet 2
5,ドラゴンボール,どらごんぼーる,Dragon Ball,8,quartet 2
6,スーパーファミコン,すーぱーふぁみこん,Super Nintendo,8,quartet 2
7,グルノーブル政治学院,ぐるのーぶるせいじがくいん,Sciences-Po Grenoble,8,quartet 2
8,日本史,にほんし,Japanese history,8,quartet 2
9,いつか,いつか,someday,8,quartet 2
10,温める,あたためる,to warm up [vt.],8,quartet 2
11,京都大学,きょうとだいがく,Kyoto University,8,quartet 2
13,ブログ,ぶろぐ,blog,8,quartet 2
14,オンラインショップ,おんらいんしょっぷ,online shop,8,quartet 2
15,株式会社,かぶしきがいしゃ,company limited,8,quartet 2
16,妻,つま,wife,8,quartet 2
17,立ち上げる,たちあげる,"to start up (a business, a project, etc.)",8,quartet 2
18,弁当箱,べんとうばこ,lunch box,8,quartet 2
19,専門店,せんもんてん,specialty store,8,quartet 2
20,灯台もと暗し,とうだいもとくらし,The darkest place is under the candlestick,8,quartet 2
21,灯台,とうだい,lighthouse,8,quartet 2
22,目をつける,めをつける,to have an eye on,8,quartet 2
23,宇宙,うちゅう,space; the universe,8,quartet 2
24,限られた,かぎられた,limited,8,quartet 2
25,空間,くうかん,space; room,8,quartet 2
26,凝縮,ぎょうしゅく,to condense [vt.],8,quartet 2
27,美,び,beauty,8,quartet 2
28,美意識,びいしき,sense of beauty,8,quartet 2
29,息づく,いきづく,to be alive,8,quartet 2
30,お昼,おひる,lunch,8,quartet 2
31,仕切り,しきり,partition,8,quartet 2
32,密閉,みっぺい,to close [vt.],8,quartet 2
33,容器,ようき,container,8,quartet 2
34,栄養,えいよう,nutrition,8,quartet 2
35,配慮,はいりょ,to consider,8,quartet 2
36,彩り,いろどり,coloring,8,quartet 2
37,おかず,おかず,side dish,8,quartet 2
38,詰める,つめる,to fill; to stuff [vt.],8,quartet 2
39,待ちきれない,まちきれない,eager to do something; can’t wait,8,quartet 2
40,フタ,ふた,cover; lid,8,quartet 2
41,瞬間,しゅんかん,moment,8,quartet 2
42,想像,そうぞう,to imagine,8,quartet 2
43,ワクワク,わくわく,to be excited,8,quartet 2
44,ドキドキ,どきどき,to pound,8,quartet 2
45,時間をかける,じかんをかける,to take plenty of time,8,quartet 2
46,重きを置く,おもきをおく,to put much value,8,quartet 2
47,確信,かくしん,to be assured; to firmly believe,8,quartet 2
48,仕事場,しごとば,workplace,8,quartet 2
49,メーカー,めーかー,manufacturer; maker,8,quartet 2
50,けげんな,けげんな,questioning; strange,8,quartet 2
51,販売,はんばい,to sell,8,quartet 2
52,共同,きょうどう,cooperation; collaboration,8,quartet 2
53,保冷剤,ほれいざい,ice pack; refrigerant,8,quartet 2
54,内蔵,ないぞう,to be built-in [vt.],8,quartet 2
55,開発,かいはつ,to develop,8,quartet 2
56,こけし,こけし,kokeshi doll,8,quartet 2
57,～風,～ふう,~ style; ~ type,8,quartet 2
58,雑貨,ざっか,miscellaneous goods,8,quartet 2
59,お椀,おわん,bowl,8,quartet 2
60,～型,～がた,~ type; ~ model,8,quartet 2
61,発案,はつあん,to suggest; to propose,8,quartet 2
62,いまや,いまや,at present; now,8,quartet 2
63,街角,まちかど,street corner,8,quartet 2
65,ゆで卵,ゆでたまご,boiled egg,8,quartet 2
66,ウサギ,うさぎ,rabbit,8,quartet 2
67,変形,へんけい,to transform; to reshape,8,quartet 2
68,シリコン,しりこん,silicon,8,quartet 2
69,バラン,ばらん,food separator sheet (used for partitioning or decoration),8,quartet 2
70,並べる,ならべる,to line up; to put in order [vt.],8,quartet 2
71,伝統的な,でんとうてきな,traditional,8,quartet 2
72,こだわる,こだわる,to be particular about; to stick to,8,quartet 2
73,杉,すぎ,Japanese cedar,8,quartet 2
74,香り,かおり,scent; odor,8,quartet 2
75,曲げる,まげる,to bend [vt.],8,quartet 2
76,曲げわっぱ,まげわっぱ,mage-wappa; bentwood box,8,quartet 2
77,伝統工芸,でんとうこうげい,traditional crafts,8,quartet 2
78,石川県,いしかわけん,Ishikawa Prefecture,8,quartet 2
79,漆器,しっき,lacquer ware,8,quartet 2
80,プラスチック素材,ぷらすちっくそざい,plastics,8,quartet 2
81,シルクスクリーン,しるくすくりーん,screen printing; silk screen,8,quartet 2
82,技法,ぎほう,techniques,8,quartet 2
83,取り入れる,とりいれる,to adopt [vt.],8,quartet 2
84,職人,しょくにん,craftsman,8,quartet 2
85,ひとはけ,ひとはけ,a lick of paint,8,quartet 2
86,塗る,ぬる,to paint,8,quartet 2
87,柄,がら,pattern; figure,8,quartet 2
88,ユニバーサル,ゆにばーさる,universal,8,quartet 2
90,伝道師,でんどうし,evangelist; missionary,8,quartet 2
91,かけ橋,かけはし,bridge,8,quartet 2
92,コンセプト,こんせぷと,concept,8,quartet 2
2,夜中,よなか,night; small hours,9,quartet 2
3,汽笛,きてき,steam whistle,9,quartet 2
4,あるいは,あるいは,or,9,quartet 2
5,物語,ものがたり,story,9,quartet 2
6,効用,こうよう,use; function,9,quartet 2
7,少年,しょうねん,boy,9,quartet 2
8,静かな,しずかな,calm; quiet,9,quartet 2
9,少女,しょうじょ,girl,9,quartet 2
10,黙る,だまる,to become silent; to shut up,9,quartet 2
11,続き,つづき,continuation,9,quartet 2
12,あるとき,あるとき,once,9,quartet 2
13,ふと,ふと,inadvertently,9,quartet 2
14,目が覚める,めがさめる,to wake up,9,quartet 2
15,正確な,せいかくな,accurate,9,quartet 2
16,時刻,じこく,time,9,quartet 2
17,そんなもの,そんなもの,things like that,9,quartet 2
18,それほど～ない,それほど～ない,not so ~,9,quartet 2
19,とにかく,とにかく,anyway; in any case,9,quartet 2
20,真夜中,まよなか,in the middle of the night,9,quartet 2
21,まったくの,まったくの,entire; complete,9,quartet 2
22,ひとりぼっち,ひとりぼっち,loneliness; solitude,9,quartet 2
23,誰も～ない,だれも～ない,nobody ~,9,quartet 2
24,～かい,～かい,(marks yes-no question),9,quartet 2
26,あたり,あたり,vicinity; neighborhood,9,quartet 2
27,真っ暗な,まっくらな,completely dark,9,quartet 2
28,物音,ものおと,noise; sound,9,quartet 2
29,ひとつ～ない,ひとつ～ない,no ~,9,quartet 2
30,針,はり,clock hand; needle,9,quartet 2
31,刻む,きざむ,to tick,9,quartet 2
32,～だって,～だって,even,9,quartet 2
33,隔てる,へだてる,to part; to separate [vt.],9,quartet 2
34,引き離す,ひきはなす,to pull apart; to separate,9,quartet 2
35,声をかける,こえをかける,to call to,9,quartet 2
37,存在,そんざい,to exist,9,quartet 2
38,鉄,てつ,iron,9,quartet 2
39,底,そこ,bottom,9,quartet 2
40,沈める,しずめる,to sink; to submerge [vt.],9,quartet 2
41,気圧,きあつ,atmospheric pressure,9,quartet 2
42,～せいで,～せいで,because of ~,9,quartet 2
43,心臓,しんぞう,heart,9,quartet 2
44,びりびり,びりびり,(sound of tearing up),9,quartet 2
45,張り裂ける,はりさける,to burst; to break [vi.],9,quartet 2
46,うなずく,うなずく,to nod,9,quartet 2
47,おそらく,おそらく,probably,9,quartet 2
48,人間,にんげん,human,9,quartet 2
49,生きる,いきる,to live,9,quartet 2
51,たとえ,たとえ,metaphor; simile,9,quartet 2
52,目を覚ます,めをさます,to wake up,9,quartet 2
53,間を置く,まをおく,to give a pause,9,quartet 2
54,ずっと,ずっと,all the way,9,quartet 2
55,鉄道,てつどう,railway,9,quartet 2
56,線路,せんろ,rail track,9,quartet 2
57,汽車,きしゃ,steam train; train,9,quartet 2
58,間違いない,まちがいない,I have no doubt,9,quartet 2
59,暗闇,くらやみ,darkness,9,quartet 2
60,じっと,じっと,fixedly,9,quartet 2
61,耳を澄ます,みみをすます,to listen carefully,9,quartet 2
62,痛む,いたむ,to hurt [vi.],9,quartet 2
63,海面,かいめん,sea surface,9,quartet 2
64,向けて,むけて,toward ~,9,quartet 2
65,浮かび上がる,うかびあがる,to come to the surface,9,quartet 2
66,浮かぶ,うかぶ,to float [vi.],9,quartet 2
67,微かな,かすかな,faint; feeble; low,9,quartet 2
68,君,きみ,you (on a friendly note),9,quartet 2
69,翻訳家,ほんやくか,translator,9,quartet 2
2,恐怖,きょうふ,fear,9,quartet 2
3,先だって,せんだって,the other day,9,quartet 2
4,我が家,わがや,my home,9,quartet 2
5,子猫,こねこ,kitten,9,quartet 2
6,インコ,いんこ,parakeet,9,quartet 2
8,事件,じけん,event; incident,9,quartet 2
9,仲良くなる,なかよくなる,to get along with,9,quartet 2
10,おののく,おののく,to shiver; to shake,9,quartet 2
11,膝,ひざ,knees,9,quartet 2
14,のせる,のせる,to put on [vt.],9,quartet 2
15,翌朝,よくあさ,next morning,9,quartet 2
16,～だの,～だの,and the like,9,quartet 2
17,腕,うで,arm,9,quartet 2
18,前脚,まえあし,front legs,9,quartet 2
19,フミフミ,ふみふみ,to step on,9,quartet 2
20,催促,さいそく,urge/press someone for something,9,quartet 2
21,なんというか,なんというか,I would say; how should I say,9,quartet 2
22,おおざっぱな,おおざっぱな,rough,9,quartet 2
23,物怖じ,ものおじ,to be hesitate; to get scared,9,quartet 2
24,さりげなく,さりげなく,in a casual manner,9,quartet 2
25,入りこむ,はいりこむ,to get into,9,quartet 2
26,～暮らし,～ぐらし,~ life,9,quartet 2
27,日中,にっちゅう,during the daytime,9,quartet 2
28,～とも,～とも,all ~; all of the ~,9,quartet 2
29,それぞれの,それぞれの,one’s own,9,quartet 2
30,当初,とうしょ,at first,9,quartet 2
31,玄関,げんかん,entrance; front door,9,quartet 2
33,締めつける,しめつける,to wrench (one’s heart),9,quartet 2
34,鳴く,なく,(animals) to cry,9,quartet 2
35,交代,こうたい,to take turns [vi.],9,quartet 2
36,あっさりした,あっさりした,simple; light,9,quartet 2
37,態度,たいど,attitude,9,quartet 2
38,見送り,みおくり,seeing someone off,9,quartet 2
39,さみしい,さみしい,lonely; sad,9,quartet 2
40,成長ぶり,せいちょうぶり,how one grows,9,quartet 2
41,順応性,じゅんのうせい,flexibility; adaptability,9,quartet 2
42,そうして,そうして,then,9,quartet 2
43,方面,ほうめん,direction; field,9,quartet 2
44,想像力,そうぞうりょく,imagination,9,quartet 2
45,増大,ぞうだい,to get larger [vi.],9,quartet 2
46,南部鉄,なんぶてつ,Nambu steel,9,quartet 2
47,鍋,なべ,pan; pot,9,quartet 2
48,何かの拍子に,なにかのひょうしに,by some chance,9,quartet 2
50,レバー,ればー,lever,9,quartet 2
51,引く,ひく,to pull,9,quartet 2
52,くるくる,くるくる,round and round,9,quartet 2
53,おぼれる,おぼれる,to drown,9,quartet 2
55,本棚,ほんだな,bookshelf,9,quartet 2
56,崩れかかる,くずれかかる,to collapse onto,9,quartet 2
57,埋もれる,うもれる,to be buried,9,quartet 2
58,やけど,やけど,to get burned,9,quartet 2
59,冷静に,れいせいに,calmly,9,quartet 2
60,事態,じたい,situation; matters,9,quartet 2
61,箱入り,はこいり,boxed,9,quartet 2
62,棚,たな,shelf,9,quartet 2
63,しまう,しまう,to put back,9,quartet 2
65,倒れる,たおれる,to fall down [vi.],9,quartet 2
66,細工,さいく,to devise; to trick,9,quartet 2
67,倒す,たおす,to push down [vt.],9,quartet 2
68,世,よ,world,9,quartet 2
69,～がた,～がた,(honorific pluralizing suffix used for people),9,quartet 2
70,成長,せいちょう,to grow [vi.],9,quartet 2
71,おそれる,おそれる,to be afraid of,9,quartet 2
72,幼稚園,ようちえん,kindergarten,9,quartet 2
73,奇跡,きせき,miracle,9,quartet 2
74,不思議な,ふしぎな,strange; wonderful,9,quartet 2
75,洗濯物,せんたくもの,laundry,9,quartet 2
76,とりこむ,とりこむ,to bring in,9,quartet 2
77,～とか,～とか,~ or,9,quartet 2
78,ぴかぴか,ぴかぴか,shiny,9,quartet 2
79,掃除,そうじ,to clean,9,quartet 2
80,楽天的な,らくてんてきな,optimistic,9,quartet 2
81,転倒,てんとう,to fall down [vi.],9,quartet 2
82,思いつく,おもいつく,to think of; to come up with,9,quartet 2
83,悲観,ひかん,pessimism; disappointment,9,quartet 2
84,属する,ぞくする,to belong to,9,quartet 2
85,児童,じどう,children,9,quartet 2
86,恋愛,れんあい,love,9,quartet 2
2,子育て,こそだて,child rearing,10,quartet 2
4,朝日新聞社,あさひしんぶんしゃ,The Asahi Shimbun,10,quartet 2
5,世論調査,よろんちょうさ,public opinion poll,10,quartet 2
6,両立,りょうりつ,to support at the same time; to go together,10,quartet 2
7,実施,じっし,to carry out,10,quartet 2
8,郵送,ゆうそう,to mail [vt.],10,quartet 2
9,未婚者,みこんしゃ,unmarried person,10,quartet 2
11,世相,せそう,social conditions; phase of life,10,quartet 2
13,当然,とうぜん,of course,10,quartet 2
14,当たり前,あたりまえ,usual; common,10,quartet 2
15,男女,だんじょ,men and women,10,quartet 2
16,～別,～べつ,by ~,10,quartet 2
17,若年層,じゃくねんそう,young people,10,quartet 2
18,～層,～そう,(specific group of people),10,quartet 2
19,高め,たかめ,on the high side,10,quartet 2
20,女性,じょせい,female,10,quartet 2
22,半数,はんすう,half the number,10,quartet 2
23,夫婦,ふうふ,married couple,10,quartet 2
24,役割,やくわり,role,10,quartet 2
25,分担,ぶんたん,to share the load,10,quartet 2
26,夫,おっと,husband,10,quartet 2
28,稼ぐ,かせぐ,to earn,10,quartet 2
31,根強い,ねづよい,deep-rooted,10,quartet 2
32,男性,だんせい,male,10,quartet 2
33,やや,やや,a little; to some extent,10,quartet 2
34,低い,ひくい,low,10,quartet 2
35,7割,ななわり,70 percent,10,quartet 2
36,育児,いくじ,child rearing,10,quartet 2
37,幼い,おさない,very young; immature,10,quartet 2
38,母親,ははおや,mother,10,quartet 2
39,面倒を見る,めんどうをみる,to take care of,10,quartet 2
40,占める,しめる,to occupy,10,quartet 2
41,低め,ひくめ,on the low side,10,quartet 2
42,肯定的な,こうていてきな,positive,10,quartet 2
43,負担感,ふたんかん,sense of burden,10,quartet 2
44,負担,ふたん,burden; load,10,quartet 2
46,非正規,ひせいき,non-fulltime employment,10,quartet 2
47,雇用,こよう,to hire,10,quartet 2
48,不安定な,ふあんていな,unstable,10,quartet 2
50,つながる,つながる,to connect,10,quartet 2
51,晩婚化,ばんこんか,tendency to marry later,10,quartet 2
52,非婚化,ひこんか,tendency to remain unmarried,10,quartet 2
53,要因,よういん,factor,10,quartet 2
54,～択,～たく,~ choices,10,quartet 2
55,尋ねる,たずねる,to ask [vt.],10,quartet 2
56,～に続いて,～につづいて,followed by ~,10,quartet 2
57,挙げる,あげる,to raise; to give,10,quartet 2
58,育児休業,いくじきゅうぎょう,parental leave,10,quartet 2
59,厚生労働省,こうせいろうどうしょう,"Ministry of Health, Labour and Welfare",10,quartet 2
60,取得率,しゅとくりつ,acquisition rate,10,quartet 2
61,取得,しゅとく,to obtain,10,quartet 2
62,～率,～りつ,~ rate,10,quartet 2
63,浮き彫りになる,うきぼりになる,to come to surface [vi.],10,quartet 2
64,譲る,ゆずる,to give up; to yield up,10,quartet 2
65,譲れぬ,ゆずれぬ,nonnegotiable,10,quartet 2
66,条件,じょうけん,condition,10,quartet 2
67,結婚観,けっこんかん,view of marriage,10,quartet 2
68,探る,さぐる,to investigate,10,quartet 2
69,願望,がんぼう,desire; wish,10,quartet 2
70,年収,ねんしゅう,annual income,10,quartet 2
71,うかがえる,うかがえる,can see,10,quartet 2
72,いずれ,いずれ,sooner or later,10,quartet 2
73,合わせる,あわせる,to combine,10,quartet 2
74,交際,こうさい,company,10,quartet 2
75,計～,けい～,~ in total,10,quartet 2
76,正規,せいき,fulltime employment,10,quartet 2
77,形態,けいたい,form; shape,10,quartet 2
78,国税庁,こくぜいちょう,the National Tax Administration Agency,10,quartet 2
79,平均,へいきん,average,10,quartet 2
80,給与,きゅうよ,salary,10,quartet 2
81,複数回答,ふくすうかいとう,multiple answers,10,quartet 2
82,安らぎ,やすらぎ,peace,10,quartet 2
84,得る,える,to get,10,quartet 2
85,老後,ろうご,old age,10,quartet 2
86,ともに,ともに,together,10,quartet 2
87,昨年,さくねん,last year,10,quartet 2
3,比較,ひかく,to compare,10,quartet 2
4,ＮＨＫ,えぬえいちけー,NHK,10,quartet 2
5,放送,ほうそう,to broadcast,10,quartet 2
6,研究所,けんきゅうじょ,research institute,10,quartet 2
7,加盟,かめい,to join,10,quartet 2
8,地域,ちいき,area,10,quartet 2
9,望ましい,のぞましい,desirable,10,quartet 2
10,あり方,ありかた,way,10,quartet 2
11,とらえる,とらえる,to catch,10,quartet 2
12,報告,ほうこく,to report,10,quartet 2
13,格差,かくさ,differential; gap,10,quartet 2
14,広がり,ひろがり,extent; spread,10,quartet 2
15,背景,はいけい,background,10,quartet 2
16,本稿,ほんこう,this article,10,quartet 2
17,各国,かっこく,each country,10,quartet 2
18,位置づける,いちづける,to place [vt.],10,quartet 2
19,～を中心に,～をちゅうしんに,with a focus on ~,10,quartet 2
20,責任,せきにん,responsibility,10,quartet 2
21,失業者,しつぎょうしゃ,unemployed people,10,quartet 2
22,対策,たいさく,measure; provision,10,quartet 2
23,縮小,しゅくしょう,reduction,10,quartet 2
24,水準,すいじゅん,level; standard,10,quartet 2
25,維持,いじ,to retain,10,quartet 2
26,どちらかといえば,どちらかといえば,if anything,10,quartet 2
27,含む,ふくむ,to include,10,quartet 2
28,以下同,いかどう,the same hereinafter,10,quartet 2
29,クロアチア,くろあちあ,Croatia,10,quartet 2
30,失業率,しつぎょうりつ,unemployment rate,10,quartet 2
31,チェコ,ちぇこ,the Czech Republic,10,quartet 2
32,傾向,けいこう,tendency,10,quartet 2
33,低所得,ていしょとく,low income,10,quartet 2
34,援助,えんじょ,to support; to assist,10,quartet 2
36,時系列,じけいれつ,chronological order,10,quartet 2
38,割合,わりあい,proportion,10,quartet 2
39,高等教育,こうとうきょういく,higher education,10,quartet 2
40,公的な,こうてきな,public,10,quartet 2
41,支出,ししゅつ,to spend,10,quartet 2
42,教育観,きょういくかん,educational philosophy,10,quartet 2
43,根づく,ねづく,to take root,10,quartet 2
44,～主義,～しゅぎ,principle; -ism,10,quartet 2
45,浸透,しんとう,to become widespread,10,quartet 2
46,無理する,むりする,to overdo; to work too hard,10,quartet 2
47,家計,かけい,family budget,10,quartet 2
48,生み出す,うみだす,to make,10,quartet 2
49,公的負担,こうてきふたん,public expenditure,10,quartet 2
50,顕在化,けんざいか,to become obvious,10,quartet 2
51,指摘,してき,to point out,10,quartet 2
52,監視,かんし,to watch,10,quartet 2
53,許容,きょよう,to allow,10,quartet 2
54,許容度,きょようど,latitude,10,quartet 2
55,電子メール,でんしめーる,E-mail,10,quartet 2
56,防犯,ぼうはん,prevention of crime,10,quartet 2
57,許す,ゆるす,to tolerate; to forgive,10,quartet 2
58,まあ,まあ,all right,10,quartet 2
59,公共,こうきょう,public,10,quartet 2
60,中間,ちゅうかん,middle,10,quartet 2
61,位置,いち,to position,10,quartet 2
62,設置,せっち,to install,10,quartet 2
63,費用,ひよう,cost,10,quartet 2
64,助成,じょせい,to subsidize,10,quartet 2
65,取り組み,とりくみ,effort; trial,10,quartet 2
66,台数,だいすう,"the number of (machines, etc.)",10,quartet 2
67,今や,いまや,now,10,quartet 2
68,犯罪,はんざい,crime,10,quartet 2
69,捜査,そうさ,to investigate,10,quartet 2
70,欠かせない,かかせない,indispensable,10,quartet 2
71,比較的,ひかくてき,relatively,10,quartet 2
72,身近な,みぢかな,familiar,10,quartet 2
73,保障,ほしょう,to guarantee,10,quartet 2
74,表れ,あらわれ,mark,10,quartet 2
75,概観,がいかん,to review,10,quartet 2
76,取り巻く,とりまく,to surround,10,quartet 2
77,ばらつき,ばらつき,variation,10,quartet 2
78,果たす,はたす,to fulfill; to accomplish,10,quartet 2
2,表,おもて,front,11,quartet 2
3,裏,うら,back,11,quartet 2
4,いたるところ,いたるところ,everywhere,11,quartet 2
5,連発,れんぱつ,to speak continuously,11,quartet 2
6,年賀状,ねんがじょう,New Year’s card,11,quartet 2
7,きまって,きまって,as usual,11,quartet 2
8,本年,ほんねん,this year,11,quartet 2
9,知人,ちじん,acquaintance,11,quartet 2
10,依頼,いらい,to request [vt.],11,quartet 2
11,慣用語,かんようご,idiom,11,quartet 2
12,聞き流す,ききながす,to take no notice,11,quartet 2
13,誠実に,せいじつに,sincerely,11,quartet 2
14,こたえる,こたえる,to respond,11,quartet 2
15,心を配る,こころをくばる,to care,11,quartet 2
16,～て欲しい,～てほしい,to want someone to ~,11,quartet 2
17,頼みごと,たのみごと,favor,11,quartet 2
18,具体的な,ぐたいてきな,concrete,11,quartet 2
19,要求,ようきゅう,to request; to demand [vt.],11,quartet 2
20,明示,めいじ,to make explicit,11,quartet 2
21,迷惑,めいわく,to be bothered,11,quartet 2
22,範囲,はんい,range,11,quartet 2
23,力を貸す,ちからをかす,to help,11,quartet 2
24,任せる,まかせる,to entrust [vt.],11,quartet 2
25,したがって,したがって,therefore,11,quartet 2
26,志,こころざし,will; motive,11,quartet 2
27,結構な,けっこうな,fine,11,quartet 2
28,寄付,きふ,to donate [vt.],11,quartet 2
29,乞う,こう,to ask,11,quartet 2
30,一口,ひとくち,a unit of donation,11,quartet 2
31,断る,ことわる,to turn down,11,quartet 2
32,協力,きょうりょく,to cooperate,11,quartet 2
33,思い悩む,おもいなやむ,to be worried,11,quartet 2
34,悩む,なやむ,to be troubled,11,quartet 2
35,判断,はんだん,to decide,11,quartet 2
36,強いる,しいる,to force,11,quartet 2
37,ずいぶん,ずいぶん,quite,11,quartet 2
38,滞在,たいざい,to stay,11,quartet 2
39,某氏,ぼうし,unnamed person,11,quartet 2
40,よこす,よこす,to send,11,quartet 2
41,さっぱり～ない,さっぱり～ない,not at all,11,quartet 2
42,見当がつく,けんとうがつく,to have a clue,11,quartet 2
43,出迎える,でむかえる,to pick up and meet someone,11,quartet 2
44,共にする,ともにする,to do it together,11,quartet 2
45,さんざん,さんざん,deeply,11,quartet 2
46,冗談,じょうだん,joke,11,quartet 2
47,甘える,あまえる,to lean on; to rely on,11,quartet 2
48,虫がいい,むしがいい,take too much for granted,11,quartet 2
50,一見,いっけん,at a glance,11,quartet 2
51,意志,いし,will; volition,11,quartet 2
52,尊重,そんちょう,to respect,11,quartet 2
53,転嫁,てんか,to pass (the buck) [vt.],11,quartet 2
54,のがれる,のがれる,to avoid,11,quartet 2
55,呪文,じゅもん,spell,11,quartet 2
56,判断をくだす,はんだんをくだす,to make a decision,11,quartet 2
57,面倒な,めんどうな,troublesome; laborious,11,quartet 2
58,思案,しあん,to think,11,quartet 2
59,放棄,ほうき,to abandon,11,quartet 2
60,押しつける,おしつける,to push [vt.],11,quartet 2
61,無礼な,ぶれいな,rude,11,quartet 2
62,別言,べつげんする,to say in other words,11,quartet 2
63,よきにはからえ,よきにはからえ,Do what you think is best (old-fashioned saying),11,quartet 2
64,殿様,とのさま,lord,11,quartet 2
65,家来,けらい,retainer,11,quartet 2
66,命じる,めいじる,to order [vt.],11,quartet 2
67,横柄な,おうへいな,arrogant,11,quartet 2
68,～以外の何ものでもない,～いがいのなにものでもない,nothing other than ~,11,quartet 2
2,二重人格者,にじゅうじんかくしゃ,person with dual personality,11,quartet 2
3,復権,ふっけん,restoration,11,quartet 2
4,みごとな,みごとな,wonderful,11,quartet 2
5,あやつる,あやつる,to manipulate; to speak,11,quartet 2
6,かけめぐる,かけめぐる,to go around [vt.],11,quartet 2
7,交錯,こうさく,to cross [vi.],11,quartet 2
8,おそう,おそう,to strike,11,quartet 2
9,なんだか,なんだか,somehow,11,quartet 2
10,二人ながらに,ふたりながらに,although we are two,11,quartet 2
11,都合,つごう,in all,11,quartet 2
12,なす,なす,to have,11,quartet 2
13,拒絶,きょぜつ,to reject,11,quartet 2
14,姿勢,しせい,posture; attitude,11,quartet 2
15,持ちかける,もちかける,to start talking [vt.],11,quartet 2
16,はっきりする,はっきりする,to become clear [vi.],11,quartet 2
17,返答,へんとう,to respond,11,quartet 2
18,適当に,てきとうに,halfhearted,11,quartet 2
19,にごす,にごす,to dodge,11,quartet 2
20,細かい,こまかい,fine; detailed,11,quartet 2
21,詮索,せんさく,to pry into,11,quartet 2
22,おおよそ,おおよそ,approximately,11,quartet 2
23,ストレートな,すとれーとな,straight,11,quartet 2
24,情的な,じょうてきな,emotional,11,quartet 2
25,あいまいな,あいまいな,ambiguous,11,quartet 2
26,共通,きょうつう,to be common,11,quartet 2
27,言えよう,いえよう,you can say that,11,quartet 2
28,双方,そうほう,both,11,quartet 2
29,国語,こくご,national language,11,quartet 2
30,人格,じんかく,personality,11,quartet 2
31,いつのまにか,いつのまにか,without knowing,11,quartet 2
32,使い分ける,つかいわける,to use properly,11,quartet 2
33,心なしか,こころなしか,somehow,11,quartet 2
34,おとなしい,おとなしい,quiet,11,quartet 2
35,手ごわい,てごわい,tough,11,quartet 2
36,使用,しよう,to use,11,quartet 2
37,身ぶり手ぶりよろしく,みぶりてぶりよろしく,using a lot of gestures,11,quartet 2
38,母音,ぼいん,vowel,11,quartet 2
39,ふんだんに,ふんだんに,abundantly,11,quartet 2
40,響く,ひびく,to resonate,11,quartet 2
41,陽気な,ようきな,hilarious,11,quartet 2
42,抑制,よくせい,to suppress,11,quartet 2
43,抑制がきく,よくせいがきく,suppressed; restrained,11,quartet 2
44,キングズ・イングリッシュ,きんぐず・いんぐりっしゅ,King’s English,11,quartet 2
45,落ち着く,おちつく,to calm down,11,quartet 2
46,あながち,あながち,not necessarily,11,quartet 2
47,俗論,ぞくろん,popular opinion,11,quartet 2
48,言いきる,いいきる,to say definitely,11,quartet 2
49,平板な,へいばんな,flat,11,quartet 2
50,国民,こくみん,citizens of the country,11,quartet 2
51,通ずる,つうずる,to apply,11,quartet 2
52,製造,せいぞう,to manufacture,11,quartet 2
53,検証,けんしょう,to verify,11,quartet 2
54,同胞,どうほう,fellow being,11,quartet 2
55,セリフ,せりふ,quote; line,11,quartet 2
56,～にしくはない,～にしくはない,nothing surpasses ~,11,quartet 2
57,そのへん,そのへん,around,11,quartet 2
58,きっぱりと,きっぱりと,clearly,11,quartet 2
59,呼びかける,よびかける,to call,11,quartet 2
60,ぼんやりと,ぼんやりと,vaguely,11,quartet 2
61,喚起,かんき,to arouse,11,quartet 2
62,自己主張,じこしゅちょう,to assert oneself,11,quartet 2
63,つけ加える,つけくわえる,to add,11,quartet 2
64,物言い,ものいい,saying,11,quartet 2
65,ぼかす,ぼかす,to blur,11,quartet 2
66,さぞかし,さぞかし,I bet; indeed,11,quartet 2
67,歯がゆい,はがゆい,frustrating; irritating,11,quartet 2
2,職場,しょくば,workplace,12,quartet 2
4,清掃,せいそう,to clean,12,quartet 2
5,誇り,ほこり,pride,12,quartet 2
6,定刻通り,ていこくどおり,on schedule,12,quartet 2
7,運行,うんこう,to operate; to provide (transportation),12,quartet 2
8,集団,しゅうだん,group,12,quartet 2
9,～こと,～こと,known as ~,12,quartet 2
11,JR東日本,じぇいあーるひがしにほん,East Japan Railway Company,12,quartet 2
12,東北,とうほく,Tohoku area,12,quartet 2
13,上越,じょうえつ,Joetsu area,12,quartet 2
14,担当,たんとう,to take charge of,12,quartet 2
15,座席,ざせき,seat,12,quartet 2
16,物入れ,ものいれ,compartment,12,quartet 2
17,たまる,たまる,to build up; to accumulate [vi.],12,quartet 2
18,かき集める,かきあつめる,to gather up,12,quartet 2
